product_name,mall,price,rank,major_category,middle_category,minor_category
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),G마켓,14110,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),옥션,18200,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),쿠팡,19450,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),G마켓,37900,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),CJ온스타일,37910,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),롯데ON,38850,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),옥션,42160,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),롯데홈쇼핑,43590,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),SK스토아,46410,6,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),옥션,68300,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),CJ온스타일,68310,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),GS샵,71160,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),홈&쇼핑,89910,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),홈&쇼핑,22410,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),롯데ON,22430,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),G마켓,23570,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),옥션,23850,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),SSG.COM,26250,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),이마트인터넷쇼핑몰,26250,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),11번가,32990,7,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),G마켓,92060,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),옥션,92060,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),SK스토아,92070,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),롯데ON,94190,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),롯데홈쇼핑,94830,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),현대Hmall,94920,6,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),쿠팡,96000,7,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),신세계몰,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),이마트인터넷쇼핑몰,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),SSG.COM,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),신세계라이브쇼핑,97010,11,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),11번가,99430,12,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),11번가,14100,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),G마켓,14110,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),옥션,18200,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),쿠팡,19450,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),G마켓,37900,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),CJ온스타일,37910,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),롯데ON,38850,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),옥션,42160,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),롯데홈쇼핑,43590,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),SK스토아,46410,6,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),옥션,68300,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),CJ온스타일,68310,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),GS샵,71160,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),홈&쇼핑,89910,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),홈&쇼핑,22410,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),롯데ON,22430,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),G마켓,23570,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),옥션,23850,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),이마트인터넷쇼핑몰,26250,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),SSG.COM,26250,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),11번가,32990,7,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),G마켓,92060,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),옥션,92060,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),SK스토아,92070,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),롯데ON,94190,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),롯데홈쇼핑,94830,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),현대Hmall,94920,6,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),쿠팡,96000,7,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),이마트인터넷쇼핑몰,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),SSG.COM,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),신세계몰,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),신세계라이브쇼핑,97010,11,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),11번가,99430,12,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),11번가,14100,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),G마켓,14110,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),옥션,18200,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),쿠팡,19450,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),G마켓,37900,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),CJ온스타일,37910,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),롯데ON,38850,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),옥션,42160,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),롯데홈쇼핑,43590,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),SK스토아,46410,6,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),옥션,68300,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),CJ온스타일,68310,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),GS샵,71160,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),홈&쇼핑,89910,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),홈&쇼핑,22410,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),롯데ON,22430,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),G마켓,23570,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),옥션,23850,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),이마트인터넷쇼핑몰,26250,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),SSG.COM,26250,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),11번가,32990,7,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),G마켓,92060,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),옥션,92060,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),SK스토아,92070,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),롯데ON,94190,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),롯데홈쇼핑,94830,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),현대Hmall,94920,6,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),쿠팡,96000,7,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),신세계몰,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),SSG.COM,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),이마트인터넷쇼핑몰,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),신세계라이브쇼핑,97010,11,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),11번가,99430,12,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),11번가,14100,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),G마켓,14110,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),옥션,18200,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
남포물산 안옥남 맛있게 진한 국물용 다시팩 30개입 510g (1개),쿠팡,19450,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),G마켓,37900,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),CJ온스타일,37910,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),롯데ON,38850,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),옥션,42160,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),롯데홈쇼핑,43590,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 멸치 해물 다시팩 150g (5개),SK스토아,46410,6,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),옥션,68300,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),CJ온스타일,68310,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),GS샵,71160,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
빅마마씨푸드 해통령 이혜정의 꽃게 해물 다시팩 150g (10개),홈&쇼핑,89910,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),홈&쇼핑,22410,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),롯데ON,22430,2,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),G마켓,23570,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),옥션,23850,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),이마트인터넷쇼핑몰,26250,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),SSG.COM,26250,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
미쓰리 멸치만능육수 60g(12gx5입) (6개),11번가,32990,7,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),옥션,92060,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),G마켓,92060,1,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),SK스토아,92070,3,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),롯데ON,94190,4,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),롯데홈쇼핑,94830,5,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),현대Hmall,94920,6,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),쿠팡,96000,7,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),신세계몰,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),이마트인터넷쇼핑몰,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),SSG.COM,96600,8,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),신세계라이브쇼핑,97010,11,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
사조대림 해표 로스팅 꽃게 다시팩 81g (16개),11번가,99430,12,식품/유아/완구,조미료/양념/식용유,육수/찌개양념
